Id,Category
1005681.jpg,marge_simpson
1006429.jpg,kent_brockman
1008950.jpg,bart_simpson
1036663.jpg,comic_book_guy
1037581.jpg,abraham_grampa_simpson
1039415.jpg,abraham_grampa_simpson
1049657.jpg,krusty_the_clown
105103.jpg,homer_simpson
1053069.jpg,charles_montgomery_burns
1056304.jpg,milhouse_van_houten
1072567.jpg,moe_szyslak
1074371.jpg,chief_wiggum
1079129.jpg,moe_szyslak
108136.jpg,cletus_spuckler
108163.jpg,marge_simpson
1093406.jpg,bart_simpson
1117061.jpg,moe_szyslak
1125036.jpg,chief_wiggum
1144684.jpg,ned_flanders
1170199.jpg,milhouse_van_houten
1181194.jpg,apu_nahasapeemapetilon
1213968.jpg,charles_montgomery_burns
1228663.jpg,apu_nahasapeemapetilon
1229195.jpg,ned_flanders
1230508.jpg,ned_flanders
1233637.jpg,milhouse_van_houten
1266897.jpg,homer_simpson
1269621.jpg,milhouse_van_houten
1281240.jpg,marge_simpson
128202.jpg,barney_gumble
128386.jpg,moe_szyslak
1306737.jpg,moe_szyslak
131896.jpg,comic_book_guy
1320153.jpg,lisa_simpson
132676.jpg,moe_szyslak
1342419.jpg,krusty_the_clown
1347540.jpg,bart_simpson
1362534.jpg,ned_flanders
1372692.jpg,cletus_spuckler
1378044.jpg,comic_book_guy
1393811.jpg,lisa_simpson
1410770.jpg,milhouse_van_houten
142719.jpg,lenny_leonard
1432320.jpg,krusty_the_clown
1445742.jpg,krusty_the_clown
145116.jpg,bart_simpson
145752.jpg,barney_gumble
1457673.jpg,krusty_the_clown
1461500.jpg,kent_brockman
1469734.jpg,comic_book_guy
1482932.jpg,apu_nahasapeemapetilon
1492213.jpg,mayor_quimby
1505424.jpg,bart_simpson
1507222.jpg,marge_simpson
1518364.jpg,moe_szyslak
1522348.jpg,krusty_the_clown
1536375.jpg,homer_simpson
1540378.jpg,moe_szyslak
1541849.jpg,lisa_simpson
1543232.jpg,moe_szyslak
155295.jpg,krusty_the_clown
1560645.jpg,homer_simpson
1560668.jpg,marge_simpson
1562743.jpg,moe_szyslak
1567568.jpg,ned_flanders
1573872.jpg,charles_montgomery_burns
1579237.jpg,ned_flanders
1588132.jpg,martin_prince
1606039.jpg,homer_simpson
1612835.jpg,bart_simpson
1631643.jpg,moe_szyslak
1640444.jpg,milhouse_van_houten
1641421.jpg,moe_szyslak
1645691.jpg,apu_nahasapeemapetilon
1647789.jpg,edna_krabappel
1659488.jpg,charles_montgomery_burns
1677330.jpg,charles_montgomery_burns
1681244.jpg,abraham_grampa_simpson
1690100.jpg,apu_nahasapeemapetilon
1703889.jpg,homer_simpson
1718417.jpg,marge_simpson
1735047.jpg,chief_wiggum
1735273.jpg,lisa_simpson
17371.jpg,moe_szyslak
1744386.jpg,moe_szyslak
1752277.jpg,lisa_simpson
1753267.jpg,homer_simpson
1768727.jpg,moe_szyslak
1783234.jpg,lisa_simpson
1790376.jpg,kent_brockman
1797022.jpg,krusty_the_clown
1803041.jpg,marge_simpson
1827498.jpg,ned_flanders
1830014.jpg,marge_simpson
1832687.jpg,abraham_grampa_simpson
1833660.jpg,lisa_simpson
1834216.jpg,ned_flanders
1839993.jpg,homer_simpson
1841414.jpg,milhouse_van_houten
1849959.jpg,kent_brockman
